"ID","Poet","Poetry"
"121","allama-iqbal","ḳhirad ke paas ḳhabar ke sivā kuchh aur nahīñ 
tirā ilaaj nazar ke sivā kuchh aur nahīñ 
har ik maqām se aage maqām hai terā 
hayāt zauq-e-safar ke sivā kuchh aur nahīñ 
girāñ-bahā hai to hifz-e-ḳhudī se hai varna 
guhar meñ āb-e-guhar ke sivā kuchh aur nahīñ 
ragoñ meñ gardish-e-ḳhūñ hai agar to kyā hāsil 
hayāt soz-e-jigar ke sivā kuchh aur nahīñ 
urūs-e-lāla munāsib nahīñ hai mujh se hijāb 
ki maiñ nasīm-e-sahar ke sivā kuchh aur nahīñ 
jise kasād samajhte haiñ tājirān-e-farañg 
vo shai mata-e-hunar ke sivā kuchh aur nahīñ 
baḌā karīm hai 'iqbāl'-e-be-navā lekin 
atā-e-shola sharar ke sivā kuchh aur nahīñ"
"122","allama-iqbal","ḳhird-mandoñ se kyā pūchhūñ ki merī ibtidā kyā hai 
ki maiñ is fikr meñ rahtā huuñ merī intihā kyā hai 
ḳhudī ko kar buland itnā ki har taqdīr se pahle 
ḳhudā bande se ḳhud pūchhe batā terī razā kyā hai 
maqām-e-guftugū kyā hai agar maiñ kīmiyā-gar huuñ 
yahī soz-e-nafas hai aur merī kīmiyā kyā hai 
nazar aa.iiñ mujhe taqdīr kī gahrā.iyāñ is meñ 
na pūchh ai ham-nashīñ mujh se vo chashm-e-surma-sā kyā hai 
agar hotā vo majzūb-e-farañgī is zamāne meñ 
to 'iqbāl' us ko samjhātā maqām-e-kibriyā kyā hai 
navā-e-sub.h-gāhī ne jigar ḳhuuñ kar diyā merā 
ḳhudāyā jis ḳhatā kī ye sazā hai vo ḳhatā kyā hai"
"123","allama-iqbal","ḳhudī ho ilm se mohkam to ġhairat-e-jibrīl 
agar ho ishq se mohkam to sūr-e-isrāfīl 
azāb-e-dānish-e-hāzir se bā-ḳhabar huuñ maiñ 
ki maiñ is aag meñ Daalā gayā huuñ misl-e-ḳhalīl 
fareb-ḳhurda-e-manzil hai kārvāñ varna 
ziyāda rāhat-e-manzil se hai nashāt-e-rahīl 
nazar nahīñ to mire halqa-e-suḳhan meñ na baiTh 
ki nukta-hā-e-ḳhudī haiñ misāl-e-teġh-e-asīl 
mujhe vo dars-e-farñg aaj yaad aate haiñ 
kahāñ huzūr kī lazzat kahāñ hijāb-e-dalīl 
añdherī shab hai judā apne qāfile se hai tū 
tire liye hai mirā shola-e-navā qindīl 
ġharīb o saada o rañgīñ hai dāstān-e-haram 
nihāyat is kī husain ibtidā hai ismā.īl"
"124","allama-iqbal","ḳhudī vo bahr hai jis kā koī kināra nahīñ 
tū aabjū ise samjhā agar to chāra nahīñ 
tilism-e-gumbad-e-gardūñ ko toḌ sakte haiñ 
zujāj kī ye imārat hai sañg-e-ḳhāra nahīñ 
ḳhudī meñ Dūbte haiñ phir ubhar bhī aate haiñ 
magar ye hausla-e-mard-e-hech-kāra nahīñ 
tire maqām ko anjum-shanās kyā jaane 
ki ḳhāk-e-zinda hai tū tāba-e-sitāra nahīñ 
yahīñ bahisht bhī hai huur o jibra.īl bhī hai 
tirī nigah meñ abhī shoḳhi-e-nazāra nahīñ 
mire junūñ ne zamāne ko ḳhuub pahchānā 
vo pairahan mujhe baḳhshā ki paara paara nahīñ 
ġhazab hai ain-e-karam meñ baḳhīl hai fitrat 
ki lāl-e-nāb meñ ātish to hai sharāra nahīñ"
"125","allama-iqbal","kī haq se farishtoñ ne 'iqbāl' kī ġhammāzī 
gustāḳh hai kartā hai fitrat kī hinā-bandī 
ḳhākī hai magar is ke andāz haiñ aflākī 
ruumī hai na shāmī hai kāshī na samarqandī 
sikhlā.ī farishtoñ ko aadam kī taḌap us ne 
aadam ko sikhātā hai ādāb-e-ḳhudāvandī"
"126","allama-iqbal","kushāda dast-e-karam jab vo be-niyāz kare 
niyāz-mand na kyuuñ ājizī pe naaz kare 
biThā ke arsh pe rakkhā hai tū ne ai vaa.iz 
ḳhudā vo kyā hai jo bandoñ se ehtirāz kare 
mirī nigāh meñ vo riñd hī nahīñ saaqī 
jo hoshiyārī o mastī meñ imtiyāz kare 
mudām gosh-ba-dil rah ye saaz hai aisā 
jo ho shikasta to paidā navā-e-rāz kare 
koī ye pūchhe ki vaa.iz kā kyā bigaḌtā hai 
jo be-amal pe bhī rahmat vo be-niyāz kare 
suḳhan meñ soz ilāhī kahāñ se aatā hai 
ye chiiz vo hai ki patthar ko bhī gudāz kare 
tam.īz-e-lāla-o-gul se hai nāla-e-bulbul 
jahāñ meñ vā na koī chashm-e-imtiyāz kare 
ġhurūr-e-zohd ne sikhlā diyā hai vaa.iz ko 
ki bandagān-e-ḳhudā par zabāñ darāz kare 
havā ho aisī ki hindostāñ se ai 'iqbāl' 
uḌā ke mujh ko ġhubār-e-rah-e-hijāz kare"
"127","allama-iqbal","lā phir ik baar vahī baada o jaam ai saaqī 
haath aa jaa.e mujhe merā maqām ai saaqī 
tiin sau saal se haiñ hind ke mai-ḳhāne band 
ab munāsib hai tirā faiz ho aam ai saaqī 
merī mīnā-e-ġhazal meñ thī zarā sī baaqī 
sheḳh kahtā hai ki hai ye bhī harām ai saaqī 
sher mardoñ se huā besha-e-tehqīq tahī 
rah ga.e suufī o mullā ke ġhulām ai saaqī 
ishq kī teġh-e-jigar-dār uḌā lī kis ne 
ilm ke haath meñ ḳhālī hai niyām ai saaqī 
siina raushan ho to hai soz-e-suḳhan ain-e-hayāt 
ho na raushan to suḳhan marg-e-davām ai saaqī 
tū mirī raat ko mahtāb se mahrūm na rakh 
tire paimāne meñ hai māh-e-tamām ai saaqī"
"128","allama-iqbal","majnūñ ne shahr chhoḌā to sahrā bhī chhoḌ de 
nazzāre kī havas ho to lailā bhī chhoḌ de 
vaa.iz kamāl-e-tark se miltī hai yaañ murād 
duniyā jo chhoḌ dī hai to uqbā bhī chhoḌ de 
taqlīd kī ravish se to behtar hai ḳhud-kushī 
rasta bhī DhūñD ḳhizr kā saudā bhī chhoḌ de 
mānind-e-ḳhāma terī zabāñ par hai harf-e-ġhair 
begāna shai pe nāzish-e-bejā bhī chhoḌ de 
lutf-e-kalām kyā jo na ho dil meñ dard-e-ishq 
bismil nahīñ hai tū to taḌapnā bhī chhoḌ de 
shabnam kī tarah phūloñ pe ro aur chaman se chal 
is baaġh meñ qayām kā saudā bhī chhoḌ de 
hai āshiqī meñ rasm alag sab se baiThnā 
but-ḳhāna bhī haram bhī kalīsā bhī chhoḌ de 
saudā-garī nahīñ ye ibādat ḳhudā kī hai 
ai be-ḳhabar jazā kī tamannā bhī chhoḌ de 
achchhā hai dil ke saath rahe pāsbān-e-aql 
lekin kabhī kabhī ise tanhā bhī chhoḌ de 
jiinā vo kyā jo ho nafas-e-ġhair par madār 
shohrat kī zindagī kā bharosā bhī chhoḌ de 
shoḳhī sī hai savāl-e-mukarrar meñ ai kalīm 
shart-e-razā ye hai ki taqāzā bhī chhoḌ de 
vaa.iz subūt laa.e jo mai ke javāz meñ 
'iqbāl' ko ye zid hai ki piinā bhī chhoḌ de"
"129","allama-iqbal","matā-e-be-bahā hai dard-o-soz-e-ārzūmandī 
maqām-e-bandagī de kar na luuñ shān-e-ḳhudāvandī 
tire āzād bandoñ kī na ye duniyā na vo duniyā 
yahāñ marne kī pābandī vahāñ jiine kī pābandī 
hijāb iksīr hai āvāra-e-kū-e-mohabbat ko 
mirī ātish ko bhaḌkātī hai terī der-paivandī 
guzar-auqāt kar letā hai ye koh o bayābāñ meñ 
ki shāhīñ ke liye zillat hai kār-e-āshiyāñ-bandī 
ye faizān-e-nazar thā yā ki maktab kī karāmat thī 
sikhā.e kis ne ismā.īl ko ādāb-e-farzandī 
ziyārat-gāh-e-ahl-e-azm-o-himmat hai lahad merī 
ki ḳhāk-e-rāh ko maiñ ne batāyā rāz-e-alvandī 
mirī mashshātgī kī kyā zarūrat husn-e-ma.anī ko 
ki fitrat ḳhud-ba-ḳhud kartī hai laale kī hinā-bandī"
"130","allama-iqbal","merī navā-e-shauq se shor harīm-e-zāt meñ 
ġhulġhula-hā-e-al-amāñ but-kada-e-sifāt meñ 
huur o farishta haiñ asiir mere taḳhaiyyulāt meñ 
merī nigāh se ḳhalal terī tajalliyāt meñ 
garche hai merī justujū dair o haram kī naqsha-band 
merī fuġhāñ se rustaḳhez ka.aba o somnāt meñ 
gaah mirī nigāh-e-tez chiir ga.ī dil-e-vajūd 
gaah ulajh ke rah ga.ī mere tavahhumāt meñ 
tū ne ye kyā ġhazab kiyā mujh ko bhī faash kar diyā 
maiñ hī to ek raaz thā sīna-e-kā.enāt meñ"
"131","allama-iqbal","musalmāñ ke lahū meñ hai salīqa dil-navāzī kā 
muravvat husn-e-ālam-gīr hai mardān-e-ġhāzī kā 
shikāyat hai mujhe yā rab ḳhudāvañdān-e-maktab se 
sabaq shāhīñ bachchoñ ko de rahe haiñ ḳhāk-bāzī kā 
bahut muddat ke naḳhchīroñ kā andāz-e-nigah badlā 
ki maiñ ne faash kar Daalā tarīqa shāh-bāzī kā 
qalandar juz do harf-e-lā-ilāh kuchh bhī nahīñ rakhtā 
faqīh-e-shahr qārūñ hai luġhat-hā-e-hijāzī kā 
hadīs-e-bāda-o-mīnā-o-jām aatī nahīñ mujh ko 
na kar ḳhārā-shigāfoñ se taqāzā shīsha-sāzī kā 
kahāñ se tū ne ai 'iqbāl' sīkhī hai ye darveshī 
ki charchā pādshāhoñ meñ hai terī be-niyāzī kā"
"132","allama-iqbal","na aate hameñ is meñ takrār kyā thī 
magar va.ada karte hue aar kyā thī 
tumhāre payāmī ne sab raaz kholā 
ḳhatā is meñ bande kī sarkār kyā thī 
bharī bazm meñ apne āshiq ko taaḌā 
tirī aañkh mastī meñ hushyār kyā thī 
ta.ammul to thā un ko aane meñ qāsid 
magar ye batā tarz-e-inkār kyā thī 
khiñche ḳhud-baḳhud jānib-e-tūr muusā 
kashish terī ai shauq-e-dīdār kyā thī 
kahīñ zikr rahtā hai 'iqbāl' terā 
fusūñ thā koī terī guftār kyā thī"
"133","allama-iqbal","na taḳht-o-tāj meñ ne lashkar-o-sipāh meñ hai 
jo baat mard-e-qalandar kī bārgāh meñ hai 
sanam-kada hai jahāñ aur mard-e-haq hai ḳhalīl 
ye nukta vo hai ki poshīda lā-ilāh meñ hai 
vahī jahāñ hai tirā jis ko tū kare paidā 
ye sañg-o-ḳhisht nahīñ jo tirī nigāh meñ hai 
mah o sitāra se aage maqām hai jis kā 
vo musht-e-ḳhāk abhī āvārgān-e-rāh meñ hai 
ḳhabar milī hai ḳhudāyān-e-bahr-o-bar se mujhe 
farañg rahguzar-e-sail-e-be-panāh meñ hai 
talāsh us kī fazāoñ meñ kar nasīb apnā 
jahān-e-tāza mirī āh-e-sub.h-gāh meñ hai 
mire kadū ko ġhanīmat samajh ki bāda-e-nāb 
na madrase meñ hai baaqī na ḳhānqāh meñ hai"
"134","allama-iqbal","na tū zamīñ ke liye hai na āsmāñ ke liye 
jahāñ hai tere liye tū nahīñ jahāñ ke liye 
ye aql o dil haiñ sharar shola-e-mohabbat ke 
vo ḳhār-o-ḳhas ke liye hai ye nīstāñ ke liye 
maqām-e-parvarish-e-āh-o-lāla hai ye chaman 
na sair-e-gul ke liye hai na āshiyāñ ke liye 
rahegā raavī o niil o furāt meñ kab tak 
tirā safīna ki hai bahr-e-be-karāñ ke liye 
nishān-e-rāh dikhāte the jo sitāroñ ko 
taras ga.e haiñ kisī mard-e-rāh-dāñ ke liye 
nigah buland suḳhan dil-navāz jaañ pur-soz 
yahī hai raḳht-e-safar mīr-e-kārvāñ ke liye 
zarā sī baat thī andesha-e-ajam ne use 
baḌhā diyā hai faqat zeb-e-dāstāñ ke liye 
mire gulū meñ hai ik naġhma jibra.īl-āshob 
sambhāl kar jise rakkhā hai lā-makāñ ke liye"
"135","allama-iqbal","naala hai bulbul-e-shorīda tirā ḳhaam abhī 
apne siine meñ ise aur zarā thaam abhī 
puḳhta hotī hai agar maslahat-andesh ho aql 
ishq ho maslahat-andesh to hai ḳhaam abhī 
be-ḳhatar kuud paḌā ātish-e-namrūd meñ ishq 
aql hai mahv-e-tamāshā-e-lab-e-bām abhī 
ishq farmūda-e-qāsid se subuk-gām-e-amal 
aql samjhī hī nahīñ ma.anī-e-paiġhām abhī 
sheva-e-ishq hai āzādī o dahr-āshobī 
tū hai zunnārī-e-but-ḳhāna-e-ayyām abhī 
uzr-e-parhez pe kahtā hai bigaḌ kar saaqī 
hai tire dil meñ vahī kāvish-e-anjām abhī 
sa.ī-e-paiham hai tarāzu-e-kam-o-kaif-e-hayāt 
terī mīzāñ hai shumār-e-sahar-o-shām abhī 
abr-e-naisāñ ye tunuk-baḳhshī-e-shabnam kab tak 
mere kohsār ke laale haiñ tahī-jām abhī 
bāda-gardān-e-ajam vo arabī merī sharāb 
mire sāġhar se jhijakte haiñ mai-āshām abhī 
ḳhabar 'iqbāl' kī laa.ī hai gulistāñ se nasīm 
nau-giraftār phaḌaktā hai tah-e-dām abhī"
"136","allama-iqbal","nigāh-e-faqr meñ shān-e-sikandarī kyā hai 
ḳhirāj kī jo gadā ho vo qaisarī kyā hai 
butoñ se tujh ko umīdeñ ḳhudā se naumīdī 
mujhe batā to sahī aur kāfirī kyā hai 
falak ne un ko atā kī hai ḳhvājgī ki jinheñ 
ḳhabar nahīñ ravish-e-banda-parvarī kyā hai 
faqat nigāh se hotā hai faisla dil kā 
na ho nigāh meñ shoḳhī to dilbarī kyā hai 
isī ḳhatā se itāb-e-mulūk hai mujh par 
ki jāntā huuñ ma.āl-e-sikandarī kyā hai 
kise nahīñ hai tamannā-e-sarvarī lekin 
ḳhudī kī maut ho jis meñ vo sarvarī kyā hai 
ḳhush aa ga.ī hai jahāñ ko qalandarī merī 
vagarna sher mirā kyā hai shā.irī kyā hai"
"137","allama-iqbal","pareshāñ ho ke merī ḳhaak āḳhir dil na ban jaa.e 
jo mushkil ab hai yā rab phir vahī mushkil na ban jaa.e 
na kar deñ mujh ko majbūr-e-navā firdaus meñ hūreñ 
mirā soz-e-darūñ phir garmi-e-mahfil na ban jaa.e 
kabhī chhoḌī huī manzil bhī yaad aatī hai raahī ko 
khaTak sī hai jo siine meñ ġham-e-manzil na ban jaa.e 
banāyā ishq ne dariyā-e-nā-paidā-karāñ mujh ko 
ye merī ḳhud-nigah-dārī mirā sāhil na ban jaa.e 
kahīñ is ālam-e-be-rañg-o-bū meñ bhī talab merī 
vahī afsāna-e-dumbāla-e-mahmil na ban jaa.e 
urūj-e-ādam-e-ḳhākī se anjum sahme jaate haiñ 
ki ye TuuTā huā taarā mah-e-kāmil na ban jaa.e"
"138","allama-iqbal","phir charāġh-e-lāla se raushan hue koh o daman 
mujh ko phir naġhmoñ pe uksāne lagā murġh-e-chaman 
phuul haiñ sahrā meñ yā pariyāñ qatār andar qatār 
uude uude niile niile piile piile pairahan 
barg-e-gul par rakh ga.ī shabnam kā motī bād-e-sub.h 
aur chamkātī hai us motī ko sūraj kī kiran 
husn-e-be-parvā ko apnī be-naqābī ke liye 
hoñ agar shahroñ se ban pyāre to shahr achchhe ki ban 
apne man meñ Duub kar pā jā surāġh-e-zindagī 
tū agar merā nahīñ bantā na ban apnā to ban 
man kī duniyā man kī duniyā soz o mastī jazb o shauq 
tan kī duniyā tan kī duniyā suud o saudā makr o fan 
man kī daulat haath aatī hai to phir jaatī nahīñ 
tan kī daulat chhāñv hai aatā hai dhan jaatā hai dhan 
man kī duniyā meñ na paayā maiñ ne afrañgī kā raaj 
man kī duniyā meñ na dekhe maiñ ne shaiḳh o barhaman 
paanī paanī kar ga.ī mujko qalandar kī ye baat 
tū jhukā jab ġhair ke aage na man terā na tan"
"139","allama-iqbal","saḳhtiyāñ kartā huuñ dil par ġhair se ġhāfil huuñ maiñ 
haa.e kyā achchhī kahī zālim huuñ maiñ jāhil huuñ maiñ 
maiñ jabhī tak thā ki terī jalva-pairā.ī na thī 
jo numūd-e-haq se miT jaatā hai vo bātil huuñ maiñ 
ilm ke dariyā se nikle ġhota-zan gauhar-ba-dast 
vaa.e mahrūmī ḳhazaf chain lab sāhil huuñ maiñ 
hai mirī zillat hī kuchh merī sharāfat kī dalīl 
jis kī ġhaflat ko malak rote haiñ vo ġhāfil huuñ maiñ 
bazm-e-hastī apnī ārā.ish pe tū nāzāñ na ho 
tū to ik tasvīr hai mahfil kī aur mahfil huuñ maiñ 
DhūñDhtā phirtā huuñ maiñ 'iqbāl' apne-āp ko 
aap hī goyā musāfir aap hī manzil huuñ maiñ"
"140","allama-iqbal","samā saktā nahīñ pahnā-e-fitrat meñ mirā saudā 
ġhalat thā ai junūñ shāyad tirā andāza-e-sahrā 
ḳhudī se is tilism-e-rañg-o-bū ko toḌ sakte haiñ 
yahī tauhīd thī jis ko na tū samjhā na maiñ samjhā 
nigah paidā kar ai ġhāfil tajallī ain-e-fitrat hai 
ki apnī mauj se begāna rah saktā nahīñ dariyā 
raqābat ilm o irfāñ meñ ġhalat-bīnī hai mimbar kī 
ki vo hallāj kī suulī ko samjhā hai raqīb apnā 
ḳhudā ke paak bandoñ ko hukūmat meñ ġhulāmī meñ 
zirah koī agar mahfūz rakhtī hai to istiġhnā 
na kar taqlīd ai jibrīl mere jazb-o-mastī kī 
tan-āsāñ arshiyoñ ko zikr o tasbīh o tavāf aulā 
bahut dekhe haiñ maiñ ne mashriq o maġhrib ke mai-ḳhāne 
yahāñ saaqī nahīñ paidā vahāñ be-zauq hai sahbā 
na īrāñ meñ rahe baaqī na tūrāñ meñ rahe baaqī 
vo bande faqr thā jin kā halāk-e-qaisar-o-kisrā 
yahī shaiḳh-e-haram hai jo churā kar bech khātā hai 
galīm-e-būzar o dalq-e-uves o chādar-e-zahrā 
huzūr-e-haq meñ isrāfīl ne merī shikāyat kī 
ye banda vaqt se pahle qayāmat kar na de barpā 
nidā aa.ī ki āshob-e-qayāmat se ye kyā kam hai 
' girafta chīniyāñ ehrām o makkī ḳhufta dar bat.hā 
labālab shīsha-e-tahzīb-e-hāzir hai mai-e-lā se 
magar saaqī ke hāthoñ meñ nahīñ paimāna-e-illā 
dabā rakkhā hai is ko zaḳhma-var kī tez-dastī ne 
bahut nīche suroñ meñ hai abhī europe kā vāvailā 
isī dariyā se uThtī hai vo mauj-e-tund-jaulāñ bhī 
nahañgoñ ke nasheman jis se hote haiñ tah-o-bālā 
ġhulāmī kyā hai zauq-e-husn-o-zebā.ī se mahrūmī 
jise zebā kaheñ āzād bande hai vahī zebā 
bharosā kar nahīñ sakte ġhulāmoñ kī basīrat par 
ki duniyā meñ faqat mardān-e-hur kī aañkh hai biinā 
vahī hai sāhib-e-imroz jis ne apnī himmat se 
zamāne ke samundar se nikālā gauhar-e-fardā 
farañgī shīshagar ke fan se patthar ho ga.e paanī 
mirī iksīr ne shīshe ko baḳhshī saḳhtī-e-ḳhārā 
rahe haiñ aur haiñ fir.aun merī ghaat meñ ab tak 
magar kyā ġham ki merī āstīñ meñ hai yad-e-baizā 
vo chiñgārī ḳhas-o-ḳhāshāk se kis tarah dab jaa.e 
jise haq ne kiyā ho nīstāñ ke vāste paidā 
mohabbat ḳheshtan biinī mohabbat ḳheshtan daarī 
mohabbat āstān-e-qaisar-o-kisrā se be-parvā 
ajab kyā gar mah o parvīñ mire naḳhchīr ho jaa.eñ 
ki bar fitrāk-e-sāhib daulat-e-bastam sar-e-ḳhud rā 
vo dāna-e-subul ḳhatmur-rusul maulā-e-kul jis ne 
ġhubār-e-rāh ko baḳhshā faroġh-e-vādī-e-sīnā 
nigāh-e-ishq o mastī meñ vahī avval vahī āḳhir 
vahī qur.āñ vahī furqāñ vahī yāsīñ vahī taahā 
'sanā.ī' ke adab se maiñ ne ġhavvāsī na kī varna 
abhī is bahr meñ baaqī haiñ lākhoñ lūlu-e-lālā"
"141","allama-iqbal","sitāroñ se aage jahāñ aur bhī haiñ 
abhī ishq ke imtihāñ aur bhī haiñ 
tahī zindagī se nahīñ ye fazā.eñ 
yahāñ saikḌoñ kārvāñ aur bhī haiñ 
qanā.at na kar ālam-e-rañg-o-bū par 
chaman aur bhī āshiyāñ aur bhī haiñ 
agar kho gayā ik nasheman to kyā ġham 
maqāmāt-e-āh-o-fuġhāñ aur bhī haiñ 
tū shāhīñ hai parvāz hai kaam terā 
tire sāmne āsmāñ aur bhī haiñ 
isī roz o shab meñ ulajh kar na rah jā 
ki tere zamān o makāñ aur bhī haiñ 
ga.e din ki tanhā thā maiñ anjuman meñ 
yahāñ ab mire rāz-dāñ aur bhī haiñ"
"142","allama-iqbal","tire ishq kī intihā chāhtā huuñ 
mirī sādgī dekh kyā chāhtā huuñ 
sitam ho ki ho vada-e-be-hijābī 
koī baat sabr-āzmā chāhtā huuñ 
ye jannat mubārak rahe zāhidoñ ko 
ki maiñ aap kā sāmnā chāhtā huuñ 
zarā sā to dil huuñ magar shoḳh itnā 
vahī lan-tarānī sunā chāhtā huuñ 
koī dam kā mehmāñ huuñ ai ahl-e-mahfil 
charāġh-e-sahar huuñ bujhā chāhtā huuñ 
bharī bazm meñ raaz kī baat kah dī 
baḌā be-adab huuñ sazā chāhtā huuñ"
"143","allama-iqbal","tujhe yaad kyā nahīñ hai mire dil kā vo zamāna 
vo adab-gah-e-mohabbat vo nigah kā tāziyāna 
ye butān-e-asr-e-hāzir ki bane haiñ madrase meñ 
na adā-e-kāfirāna na tarāsh-e-āzrāna 
nahīñ is khulī fazā meñ koī gosha-e-farāġhat 
ye jahāñ ajab jahāñ hai na qafas na āshiyāna 
rag-e-tāk muntazir hai tirī bārish-e-karam kī 
ki ajam ke mai-kadoñ meñ na rahī mai-e-muġhāna 
mire ham-safīr ise bhī asar-e-bahār samjhe 
unheñ kyā ḳhabar ki kyā hai ye navā-e-āshiqāna 
mire ḳhaak o ḳhuuñ se tū ne ye jahāñ kiyā hai paidā 
sila-e-shahid kyā hai tab-o-tāb-e-jāvedāna 
tirī banda-parvarī se mire din guzar rahe haiñ 
na gila hai dostoñ kā na shikāyat-e-zamāna"
"144","allama-iqbal","tū abhī rahguzar meñ hai qaid-e-maqām se guzar 
misr o hijāz se guzar pāras o shaam se guzar 
jis kā amal hai be-ġharaz us kī jazā kuchh aur hai 
huur o ḳhiyām se guzar bāda-o-jām se guzar 
garche hai dil-kushā bahut husn-e-farañg kī bahār 
tā.erak-e-buland-bām dāna-o-dām se guzar 
koh-shigāf terī zarb tujh se kushād-e-sharq-o-ġharb 
teġh-e-hilāl kī tarah aish-e-niyām se guzar 
terā imaam be-huzūr terī namāz be-surūr 
aisī namāz se guzar aise imaam se guzar"
"145","allama-iqbal","vahī merī kam-nasībī vahī terī be-niyāzī 
mire kaam kuchh na aayā ye kamāl-e-nai-navāzī 
maiñ kahāñ huuñ tū kahāñ hai ye makāñ ki lā-makāñ hai 
ye jahāñ mirā jahāñ hai ki tirī karishma-sāzī 
isī kashmakash meñ guzrīñ mirī zindagī kī rāteñ 
kabhī soz-o-sāz-e-'rūmī' kabhī pech-o-tāb-e-'rāzī' 
vo fareb-ḳhurda shāhīñ ki palā ho kargasoñ meñ 
use kyā ḳhabar ki kyā hai rah-o-rasm-e-shāhbāzī 
na zabāñ koī ġhazal kī na zabāñ se bā-ḳhabar maiñ 
koī dil-kushā sadā ho ajamī ho yā ki taazī 
nahīñ faqr o saltanat meñ koī imtiyāz aisā 
ye sipah kī teġh-bāzī vo nigah kī teġh-bāzī 
koī kārvāñ se TuuTā koī bad-gumāñ haram se 
ki amīr-e-kārvāñ meñ nahīñ ḳhū-e-dil-navāzī"
"146","allama-iqbal","vo harf-e-rāz ki mujh ko sikhā gayā hai junūñ 
ḳhudā mujhe nafas-e-jabra.īl de to kahūñ 
sitāra kyā mirī taqdīr kī ḳhabar degā 
vo ḳhud farāḳhi-e-aflāk meñ hai ḳhvār o zubūñ 
hayāt kyā hai ḳhayāl o nazar kī majzūbī 
ḳhudī kī maut hai andesha-hā-e-gūnā-gūñ 
ajab maza hai mujhe lazzat-e-ḳhudī de kar 
vo chāhte haiñ ki maiñ apne aap meñ na rahūñ 
zamīr-e-pāk o nigāh-e-buland o masti-e-shauq 
na māl-o-daulat-e-qārūñ na fikr-e-aflātūñ 
sabaq milā hai ye merāj-e-mustafā se mujhe 
ki ālam-e-basharīyat kī zad meñ hai gardūñ 
ye kā.enāt abhī nā-tamām hai shāyad 
ki aa rahī hai damādam sadā-e-kun-fayakūñ 
ilaaj ātish-e-'rūmī' ke soz meñ hai tirā 
tirī ḳhirad pe hai ġhālib firañgiyoñ kā fusūñ 
usī ke faiz se merī nigāh hai raushan 
usī ke faiz se mere subū meñ hai jehūñ"
"147","allama-iqbal","yā rab ye jahān-e-guzarāñ ḳhuub hai lekin 
kyuuñ ḳhvār haiñ mardān-e-safā-kesh o hunar-mand 
go is kī ḳhudā.ī meñ mahājan kā bhī hai haath 
duniyā to samajhtī hai farañgī ko ḳhudāvand 
tū barg-e-gayā hai na vahī ahl-e-ḳhirad rā 
o kisht-e-gul-o-lāla ba-baḳhshad ba-ḳhare chand 
hāzir haiñ kalīsā meñ kabāb o mai-e-gulgūñ 
masjid meñ dharā kyā hai ba-juz mauiza o pand 
ahkām tire haq haiñ magar apne mufassir 
tāvīl se qur.āñ ko banā sakte haiñ pāzand 
firdaus jo terā hai kisī ne nahīñ dekhā 
afrañg kā har qarya hai firdaus kī mānind 
muddat se hai āvāra-e-aflāk mirā fikr 
kar de ise ab chāñd ke ġhāroñ meñ nazar-band 
fitrat ne mujhe baḳhshe haiñ jauhar malākūtī 
ḳhākī huuñ magar ḳhaak se rakhtā nahīñ paivand 
darvesh-e-ḳhudā-mast na sharqī hai na ġharbī 
ghar merā na dillī na safāhāñ na samarqand 
kahtā huuñ vahī baat samajhtā huuñ jise haq 
ne ābla-e-masjid huuñ na tahzīb kā farzand 
apne bhī ḳhafā mujh se haiñ begāne bhī nā-ḳhush 
maiñ zahr-e-halāhal ko kabhī kah na sakā qand 
mushkil hai ik banda-e-haq-bīn-o-haq-andesh 
ḳhāshāk ke tode ko kahe koh-e-damāvand 
huuñ ātish-e-namrūd ke sho.aloñ meñ bhī ḳhāmosh 
maiñ banda-e-momin huuñ nahīñ dāna-e-aspand 
pur-soz nazar-bāz o niko-bīn o kam aarzū 
āzād o giraftār o tahī kiisa o ḳhursand 
har haal meñ merā dil-e-be-qaid hai ḳhurram 
kyā chhīnegā ġhunche se koī zauq-e-shakar-ḳhand 
chup rah na sakā hazrat-e-yazdāñ meñ bhī 'iqbāl' 
kartā koī is banda-e-gustāḳh kā muñh band"
